id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
199,Slowking,172,20,795,"water, psychic","oblivious, own-tempo, regenerator","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",95,75,80,100,110,30
200,Misdreavus,87,7,10,ghost,levitate,"headbutt, double-edge, growl, psybeam, hyper-beam",60,60,60,85,85,85
201,Unown-A,118,5,50,psychic,levitate,hidden-power,48,72,48,72,48,48
202,Wobbuffet,142,13,285,psychic,"shadow-tag, telepathy","counter, amnesia, splash, destiny-bond, charm",190,33,58,33,58,33
203,Girafarig,159,15,415,"normal, psychic","inner-focus, early-bird, sap-sipper","razor-wind, stomp, double-kick, headbutt, tackle",70,80,65,90,65,85
204,Pineco,58,6,72,bug,"sturdy, overcoat","headbutt, tackle, body-slam, take-down, double-edge",50,65,90,35,35,15
205,Forretress,163,12,1258,"bug, steel","sturdy, overcoat","headbutt, tackle, body-slam, take-down, double-edge",75,90,140,60,60,40
206,Dunsparce,145,15,140,normal,"serene-grace, run-away, rattled","bind, headbutt, body-slam, take-down, double-edge",100,70,70,65,65,45
207,Gligar,86,11,648,"ground, flying","hyper-cutter, sand-veil, immunity","guillotine, razor-wind, swords-dance, cut, wing-attack",65,75,105,35,65,85
208,Steelix,179,92,4000,"steel, ground","rock-head, sturdy, sheer-force","cut, bind, slam, headbutt, tackle",75,85,200,55,65,30
209,Snubbull,60,6,78,fairy,"intimidate, run-away, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",60,80,50,40,40,30
210,Granbull,158,14,487,fairy,"intimidate, quick-feet, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",90,120,75,60,60,45
211,Qwilfish,88,5,39,"water, poison","poison-point, swift-swim, intimidate","swords-dance, headbutt, tackle, take-down, double-edge",65,95,85,55,55,85
212,Scizor,175,18,1180,"bug, steel","swarm, technician, light-metal","razor-wind, swords-dance, cut, wing-attack, headbutt",70,130,100,55,80,65
213,Shuckle,177,6,205,"bug, rock","sturdy, gluttony, contrary","bind, headbutt, body-slam, wrap, double-edge",20,10,230,10,230,5
214,Heracross,175,15,540,"bug, fighting","swarm, guts, moxie","swords-dance, cut, headbutt, horn-attack, fury-attack",80,125,75,40,95,85
215,Sneasel,86,9,280,"dark, ice","inner-focus, keen-eye, pickpocket","mega-punch, ice-punch, scratch, swords-dance, cut",55,95,55,35,75,115
216,Teddiursa,66,6,88,normal,"pickup, quick-feet, honey-gather","mega-punch, fire-punch, ice-punch, thunder-punch, scratch",60,80,50,50,50,40
217,Ursaring,175,18,1258,normal,"guts, quick-feet, unnerve","mega-punch, fire-punch, ice-punch, thunder-punch, scratch",90,130,75,75,75,55
218,Slugma,50,7,350,fire,"magma-armor, flame-body, weak-armor","body-slam, take-down, double-edge, ember, flamethrower",40,40,40,70,40,20
219,Magcargo,151,8,550,"fire, rock","magma-armor, flame-body, weak-armor","body-slam, take-down, double-edge, ember, flamethrower",60,50,120,90,80,30
220,Swinub,50,4,65,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, tackle, body-slam, take-down, double-edge",50,50,40,30,30,50
221,Piloswine,158,11,558,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, horn-attack, fury-attack, tackle, body-slam",100,100,80,60,60,50
222,Corsola,144,6,50,"water, rock","hustle, natural-cure, regenerator","headbutt, tackle, body-slam, double-edge, mist",65,55,95,65,95,35
223,Remoraid,60,6,120,water,"hustle, sniper, moody","double-edge, supersonic, flamethrower, water-gun, hydro-pump",35,65,35,65,35,65
224,Octillery,168,9,285,water,"suction-cups, sniper, moody","bind, wrap, double-edge, flamethrower, water-gun",75,105,75,105,75,45
225,Delibird,116,9,160,"ice, flying","vital-spirit, hustle, insomnia","mega-punch, ice-punch, fly, mega-kick, headbutt",45,55,45,65,45,75
226,Mantine,170,21,2200,"water, flying","swift-swim, water-absorb, water-veil","wing-attack, slam, headbutt, tackle, body-slam",85,40,70,80,140,70
227,Skarmory,163,17,505,"steel, flying","keen-eye, sturdy, weak-armor","swords-dance, cut, wing-attack, whirlwind, fly",65,80,140,40,70,70
228,Houndour,66,6,108,"dark, fire","early-bird, flash-fire, unnerve","headbutt, body-slam, take-down, double-edge, leer",45,60,30,80,50,65
229,Houndoom,175,14,350,"dark, fire","early-bird, flash-fire, unnerve","headbutt, body-slam, take-down, double-edge, leer",75,90,50,110,80,95
230,Kingdra,243,18,1520,"water, dragon","swift-swim, sniper, damp","headbutt, body-slam, take-down, double-edge, leer",75,95,95,95,95,85
231,Phanpy,66,5,335,ground,"pickup, sand-veil","slam, headbutt, tackle, body-slam, take-down",90,60,60,40,40,40
232,Donphan,175,11,1200,ground,"sturdy, sand-veil","slam, headbutt, horn-attack, fury-attack, tackle",90,120,120,60,60,50
233,Porygon2,180,6,325,normal,"trace, download, analytic","tackle, take-down, double-edge, ice-beam, blizzard",85,80,90,105,95,60
234,Stantler,163,14,712,normal,"intimidate, frisk, sap-sipper","stomp, double-kick, jump-kick, sand-attack, headbutt",73,95,62,85,65,85
235,Smeargle,88,12,580,normal,"own-tempo, technician, moody",sketch,55,20,35,20,45,75
236,Tyrogue,42,7,210,fighting,"guts, steadfast, vital-spirit","mega-punch, mega-kick, headbutt, tackle, body-slam",35,35,35,35,35,35
237,Hitmontop,159,14,480,fighting,"intimidate, technician, steadfast","mega-punch, mega-kick, rolling-kick, headbutt, tackle",50,95,95,35,110,70
238,Smoochum,61,4,60,"ice, psychic","oblivious, forewarn, hydration","pound, mega-punch, ice-punch, mega-kick, body-slam",45,30,15,85,65,65
239,Elekid,72,6,235,electric,"static, vital-spirit","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch",45,63,37,65,55,95
240,Magby,73,7,214,fire,"flame-body, vital-spirit","karate-chop, mega-punch, fire-punch, thunder-punch, mega-kick",45,75,37,70,55,83
241,Miltank,172,12,755,normal,"thick-fat, scrappy, sap-sipper","mega-punch, fire-punch, ice-punch, thunder-punch, stomp",95,80,105,40,70,100
242,Blissey,608,15,468,normal,"natural-cure, serene-grace, healer","pound, double-slap, mega-punch, fire-punch, ice-punch",255,10,10,75,135,55
243,Raikou,261,19,1780,electric,"pressure, inner-focus","cut, headbutt, body-slam, take-down, double-edge",90,85,75,115,100,115
244,Entei,261,21,1980,fire,"pressure, inner-focus","cut, stomp, headbutt, body-slam, take-down",115,115,85,90,75,100
245,Suicune,261,20,1870,water,"pressure, inner-focus","cut, gust, headbutt, body-slam, take-down",100,75,115,90,115,85
246,Larvitar,60,6,720,"rock, ground","guts, sand-veil","stomp, headbutt, tackle, body-slam, take-down",50,64,50,45,50,41
247,Pupitar,144,12,1520,"rock, ground",shed-skin,"headbutt, tackle, body-slam, take-down, thrash",70,84,70,65,70,51
248,Tyranitar,270,20,2020,"rock, dark","sand-stream, unnerve","mega-punch, fire-punch, ice-punch, thunder-punch, cut",100,134,110,95,100,61
249,Lugia,306,52,2160,"psychic, flying","pressure, multiscale","gust, whirlwind, fly, headbutt, body-slam",106,90,130,90,154,110
250,Ho-Oh,306,38,1990,"fire, flying","pressure, regenerator","gust, whirlwind, fly, body-slam, take-down",106,130,90,110,154,90
251,Celebi,270,6,50,"psychic, grass",natural-cure,"swords-dance, cut, double-edge, hyper-beam, leech-seed",100,100,100,100,100,100
252,Treecko,62,5,50,grass,"overgrow, unburden","pound, mega-punch, thunder-punch, razor-wind, swords-dance",40,45,35,65,55,70
253,Grovyle,142,9,216,grass,"overgrow, unburden","pound, mega-punch, thunder-punch, swords-dance, cut",50,65,45,85,65,95
254,Sceptile,239,17,522,grass,"overgrow, unburden","pound, mega-punch, thunder-punch, swords-dance, cut",70,85,65,105,85,120
255,Torchic,62,4,25,fire,"blaze, speed-boost","mega-punch, scratch, swords-dance, cut, mega-kick",45,60,40,70,50,45
256,Combusken,142,9,195,"fire, fighting","blaze, speed-boost","mega-punch, fire-punch, thunder-punch, scratch, swords-dance",60,85,60,85,60,55
257,Blaziken,239,19,520,"fire, fighting","blaze, speed-boost","mega-punch, fire-punch, thunder-punch, scratch, swords-dance",80,120,70,110,70,80
258,Mudkip,62,4,76,water,"torrent, damp","stomp, headbutt, tackle, body-slam, take-down",50,70,50,50,50,40
259,Marshtomp,142,7,280,"water, ground","torrent, damp","mega-punch, ice-punch, stomp, mega-kick, headbutt",70,85,70,60,70,50
260,Swampert,241,15,819,"water, ground","torrent, damp","mega-punch, ice-punch, stomp, mega-kick, headbutt",100,110,90,85,90,60
261,Poochyena,56,5,136,dark,"run-away, quick-feet, rattled","sand-attack, headbutt, tackle, body-slam, take-down",35,55,35,30,30,35
262,Mightyena,147,10,370,dark,"intimidate, quick-feet, moxie","sand-attack, headbutt, tackle, body-slam, take-down",70,90,70,60,60,70
263,Zigzagoon,56,4,175,normal,"pickup, gluttony, quick-feet","cut, sand-attack, headbutt, tackle, body-slam",38,30,41,30,41,60
264,Linoone,147,5,325,normal,"pickup, gluttony, quick-feet","cut, sand-attack, headbutt, tackle, body-slam",78,70,61,50,61,100
265,Wurmple,56,3,36,bug,"shield-dust, run-away","tackle, poison-sting, string-shot, snore, bug-bite",45,45,35,20,30,20
266,Silcoon,72,6,100,bug,shed-skin,"tackle, poison-sting, string-shot, harden, iron-defense",50,35,55,25,25,15
267,Beautifly,178,10,284,"bug, flying","swarm, rivalry","gust, whirlwind, tackle, double-edge, poison-sting",60,70,50,100,50,65
268,Cascoon,72,7,115,bug,shed-skin,"tackle, poison-sting, string-shot, harden, iron-defense",50,35,55,25,25,15
269,Dustox,173,12,316,"bug, poison","shield-dust, compound-eyes","gust, whirlwind, tackle, double-edge, poison-sting",60,50,70,50,90,65
270,Lotad,44,5,26,"water, grass","swift-swim, rain-dish, own-tempo","swords-dance, headbutt, body-slam, take-down, double-edge",40,30,30,40,50,30
271,Lombre,119,12,325,"water, grass","swift-swim, rain-dish, own-tempo","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",60,50,50,60,70,50
272,Ludicolo,216,15,550,"water, grass","swift-swim, rain-dish, own-tempo","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",80,70,70,90,100,70
273,Seedot,44,5,40,grass,"chlorophyll, early-bird, pickpocket","razor-wind, swords-dance, headbutt, tackle, body-slam",40,40,50,30,30,30
274,Nuzleaf,119,10,280,"grass, dark","chlorophyll, early-bird, pickpocket","pound, razor-wind, swords-dance, cut, mega-kick",70,70,40,60,40,60
275,Shiftry,216,13,596,"grass, dark","chlorophyll, wind-rider, pickpocket","pound, swords-dance, cut, whirlwind, mega-kick",90,100,60,90,60,80
276,Taillow,54,3,23,"normal, flying","guts, scrappy","wing-attack, whirlwind, fly, double-edge, growl",40,55,30,30,30,85
277,Swellow,159,7,198,"normal, flying","guts, scrappy","wing-attack, fly, double-edge, growl, hyper-beam",60,85,60,75,50,125
278,Wingull,54,6,95,"water, flying","keen-eye, hydration, rain-dish","gust, wing-attack, fly, take-down, double-edge",40,30,30,55,30,85
279,Pelipper,154,12,280,"water, flying","keen-eye, drizzle, rain-dish","wing-attack, fly, body-slam, take-down, double-edge",60,50,100,95,70,65
280,Ralts,40,4,66,"psychic, fairy","synchronize, trace, telepathy","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",28,25,25,45,35,40
281,Kirlia,97,8,202,"psychic, fairy","synchronize, trace, telepathy","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",38,35,35,65,55,50
282,Gardevoir,233,16,484,"psychic, fairy","synchronize, trace, telepathy","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",68,65,65,125,115,80
283,Surskit,54,5,17,"bug, water","swift-swim, rain-dish","take-down, double-edge, mist, water-gun, hydro-pump",40,30,32,50,52,65
284,Masquerain,159,8,36,"bug, flying","intimidate, unnerve","gust, whirlwind, take-down, double-edge, supersonic",70,60,62,100,82,80
285,Shroomish,59,4,45,grass,"effect-spore, poison-heal, quick-feet","swords-dance, headbutt, tackle, body-slam, take-down",60,40,60,40,60,35
286,Breloom,161,12,392,"grass, fighting","effect-spore, poison-heal, technician","mega-punch, thunder-punch, swords-dance, cut, mega-kick",60,130,80,60,60,70
287,Slakoth,56,8,240,normal,truant,"mega-punch, fire-punch, ice-punch, thunder-punch, scratch",60,60,60,35,35,30
288,Vigoroth,154,14,465,normal,vital-spirit,"mega-punch, fire-punch, ice-punch, thunder-punch, scratch",80,80,80,55,55,90
289,Slaking,252,20,1305,normal,truant,"mega-punch, fire-punch, ice-punch, thunder-punch, scratch",150,160,100,95,65,100
290,Nincada,53,5,55,"bug, ground","compound-eyes, run-away","scratch, cut, gust, sand-attack, double-edge",31,45,90,30,30,40
291,Ninjask,160,8,120,"bug, flying","speed-boost, infiltrator","scratch, swords-dance, cut, sand-attack, double-edge",61,90,45,50,50,160
292,Shedinja,83,8,12,"bug, ghost",wonder-guard,"scratch, cut, sand-attack, double-edge, hyper-beam",1,90,45,30,30,40
293,Whismur,48,6,163,normal,"soundproof, rattled","pound, mega-punch, fire-punch, ice-punch, thunder-punch",64,51,23,51,23,28
294,Loudred,126,10,405,normal,"soundproof, scrappy","pound, mega-punch, fire-punch, ice-punch, thunder-punch",84,71,43,71,43,48
295,Exploud,221,15,840,normal,"soundproof, scrappy","pound, mega-punch, fire-punch, ice-punch, thunder-punch",104,91,63,91,73,68
296,Makuhita,47,10,864,fighting,"thick-fat, guts, sheer-force","mega-punch, fire-punch, ice-punch, thunder-punch, whirlwind",72,60,30,20,30,25
297,Hariyama,166,23,2538,fighting,"thick-fat, guts, sheer-force","mega-punch, fire-punch, ice-punch, thunder-punch, whirlwind",144,120,60,40,60,50
298,Azurill,38,2,20,"normal, fairy","thick-fat, huge-power, sap-sipper","slam, headbutt, body-slam, take-down, double-edge",50,20,40,20,40,20
299,Nosepass,75,10,970,rock,"sturdy, magnet-pull, sand-force","fire-punch, ice-punch, thunder-punch, headbutt, tackle",30,45,135,45,90,30
300,Skitty,52,6,110,normal,"cute-charm, normalize, wonder-skin","double-slap, headbutt, tackle, body-slam, double-edge",50,45,45,35,35,50
301,Delcatty,140,11,326,normal,"cute-charm, normalize, wonder-skin","double-slap, headbutt, tackle, body-slam, double-edge",70,65,65,55,55,90
302,Sableye,133,5,110,"dark, ghost","keen-eye, stall, prankster","mega-punch, fire-punch, ice-punch, thunder-punch, scratch",50,75,75,65,65,50
303,Mawile,133,6,115,"steel, fairy","hyper-cutter, intimidate, sheer-force","mega-punch, ice-punch, thunder-punch, vice-grip, swords-dance",50,85,85,55,55,50
304,Aron,66,4,600,"steel, rock","sturdy, rock-head, heavy-metal","cut, stomp, headbutt, tackle, body-slam",50,70,100,40,40,30
305,Lairon,151,9,1200,"steel, rock","sturdy, rock-head, heavy-metal","cut, headbutt, tackle, body-slam, take-down",60,90,140,50,50,40
306,Aggron,239,21,3600,"steel, rock","sturdy, rock-head, heavy-metal","mega-punch, fire-punch, ice-punch, thunder-punch, cut",70,110,180,60,60,50
307,Meditite,56,6,112,"fighting, psychic","pure-power, telepathy","pound, mega-punch, fire-punch, ice-punch, thunder-punch",30,40,55,40,55,60
308,Medicham,144,13,315,"fighting, psychic","pure-power, telepathy","pound, mega-punch, fire-punch, ice-punch, thunder-punch",60,60,75,60,75,80
309,Electrike,59,6,152,electric,"static, lightning-rod, minus","headbutt, tackle, body-slam, double-edge, leer",40,45,40,65,40,65
310,Manectric,166,15,402,electric,"static, lightning-rod, minus","headbutt, tackle, body-slam, double-edge, leer",70,75,60,105,60,105
311,Plusle,142,4,42,electric,"plus, lightning-rod","mega-punch, thunder-punch, mega-kick, headbutt, body-slam",60,50,40,85,75,95
312,Minun,142,4,42,electric,"minus, volt-absorb","mega-punch, thunder-punch, mega-kick, headbutt, body-slam",60,40,50,75,85,95
313,Volbeat,151,7,177,bug,"illuminate, swarm, prankster","mega-punch, ice-punch, thunder-punch, mega-kick, tackle",65,73,75,47,85,85
314,Illumise,151,6,177,bug,"oblivious, tinted-lens, prankster","mega-punch, ice-punch, thunder-punch, mega-kick, tackle",65,47,75,73,85,85
315,Roselia,140,3,20,"grass, poison","natural-cure, poison-point, leaf-guard","swords-dance, cut, body-slam, double-edge, poison-sting",50,60,45,100,80,65
316,Gulpin,60,4,103,poison,"liquid-ooze, sticky-hold, gluttony","pound, fire-punch, ice-punch, thunder-punch, swords-dance",70,43,53,43,53,40
317,Swalot,163,17,800,poison,"liquid-ooze, sticky-hold, gluttony","pound, fire-punch, ice-punch, thunder-punch, swords-dance",100,73,83,73,83,55
318,Carvanha,61,8,208,"water, dark","rough-skin, speed-boost","take-down, thrash, double-edge, leer, bite",45,90,20,65,20,65
319,Sharpedo,161,18,888,"water, dark","rough-skin, speed-boost","take-down, double-edge, leer, bite, roar",70,120,40,95,40,95
320,Wailmer,80,20,1300,water,"water-veil, oblivious, pressure","headbutt, body-slam, thrash, double-edge, growl",130,70,35,70,35,60
321,Wailord,175,145,3980,water,"water-veil, oblivious, pressure","headbutt, body-slam, double-edge, growl, roar",170,90,45,90,45,60
322,Numel,61,7,240,"fire, ground","oblivious, simple, own-tempo","stomp, headbutt, tackle, body-slam, take-down",60,60,40,65,45,35
323,Camerupt,161,19,2200,"fire, ground","magma-armor, solid-rock, anger-point","headbutt, tackle, body-slam, take-down, double-edge",70,100,70,105,75,40
324,Torkoal,165,5,804,fire,"white-smoke, drought, shell-armor","headbutt, body-slam, take-down, double-edge, ember",70,85,140,85,70,20
325,Spoink,66,7,306,psychic,"thick-fat, own-tempo, gluttony","whirlwind, headbutt, body-slam, take-down, double-edge",60,25,35,70,80,60
326,Grumpig,165,9,715,psychic,"thick-fat, own-tempo, gluttony","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",80,45,65,90,110,80
327,Spinda,126,11,50,normal,"own-tempo, tangled-feet, contrary","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",60,60,60,60,60,60
328,Trapinch,58,7,150,ground,"hyper-cutter, arena-trap, sheer-force","gust, sand-attack, headbutt, body-slam, take-down",45,100,45,45,45,10
329,Vibrava,119,11,153,"ground, dragon",levitate,"gust, fly, sand-attack, headbutt, body-slam",50,70,50,50,50,70
330,Flygon,234,20,820,"ground, dragon",levitate,"mega-punch, fire-punch, thunder-punch, gust, fly",80,100,80,80,80,100
331,Cacnea,67,4,513,grass,"sand-veil, water-absorb","mega-punch, thunder-punch, swords-dance, cut, sand-attack",50,85,40,85,40,35
332,Cacturne,166,13,774,"grass, dark","sand-veil, water-absorb","mega-punch, thunder-punch, swords-dance, cut, mega-kick",70,115,60,115,60,55
333,Swablu,62,4,12,"normal, flying","natural-cure, cloud-nine","fly, fury-attack, body-slam, take-down, double-edge",45,40,60,40,75,50
334,Altaria,172,11,206,"dragon, flying","natural-cure, cloud-nine","fly, fury-attack, body-slam, take-down, double-edge",75,70,90,70,105,80
335,Zangoose,160,13,403,normal,"immunity, toxic-boost","mega-punch, fire-punch, ice-punch, thunder-punch, scratch",73,115,60,60,60,90
336,Seviper,160,27,525,poison,"shed-skin, infiltrator","swords-dance, bind, headbutt, body-slam, wrap",73,100,60,100,60,65
337,Lunatone,161,10,1680,"rock, psychic",levitate,"tackle, body-slam, double-edge, ice-beam, blizzard",90,55,65,95,85,70
338,Solrock,161,12,1540,"rock, psychic",levitate,"swords-dance, tackle, body-slam, double-edge, flamethrower",90,95,85,55,65,70
339,Barboach,58,4,19,"water, ground","oblivious, anticipation, hydration","headbutt, take-down, thrash, double-edge, water-gun",50,48,43,46,41,60
340,Whiscash,164,9,236,"water, ground","oblivious, anticipation, hydration","headbutt, body-slam, take-down, thrash, double-edge",110,78,73,76,71,60
341,Corphish,62,6,115,water,"hyper-cutter, shell-armor, adaptability","vice-grip, guillotine, swords-dance, cut, body-slam",43,80,65,50,35,35
342,Crawdaunt,164,11,328,"water, dark","hyper-cutter, shell-armor, adaptability","vice-grip, guillotine, swords-dance, cut, body-slam",63,120,85,90,55,55
343,Baltoy,60,5,215,"ground, psychic",levitate,"headbutt, double-edge, ice-beam, psybeam, solar-beam",40,40,55,40,70,55
344,Claydol,175,15,1080,"ground, psychic",levitate,"headbutt, double-edge, ice-beam, psybeam, hyper-beam",60,70,105,70,120,75
345,Lileep,71,10,238,"rock, grass","suction-cups, storm-drain","swords-dance, bind, body-slam, wrap, double-edge",66,41,77,61,87,23
346,Cradily,173,15,604,"rock, grass","suction-cups, storm-drain","swords-dance, bind, headbutt, body-slam, wrap",86,81,97,81,107,43
347,Anorith,71,7,125,"rock, bug","battle-armor, swift-swim","scratch, swords-dance, cut, sand-attack, headbutt",45,95,50,40,50,75
348,Armaldo,173,15,682,"rock, bug","battle-armor, swift-swim","scratch, swords-dance, cut, headbutt, body-slam",75,125,100,70,80,45
349,Feebas,40,6,74,water,"swift-swim, oblivious, adaptability","tackle, double-edge, mist, surf, ice-beam",20,15,20,10,55,80
350,Milotic,189,62,1620,water,"marvel-scale, competitive, cute-charm","bind, tackle, body-slam, wrap, take-down",95,60,79,100,125,81
351,Castform,147,3,8,normal,forecast,"headbutt, tackle, body-slam, double-edge, disable",70,70,70,70,70,70
352,Kecleon,154,10,220,normal,"color-change, protean","mega-punch, fire-punch, ice-punch, thunder-punch, scratch",60,90,70,60,120,40
353,Shuppet,59,6,23,ghost,"insomnia, frisk, cursed-body","headbutt, body-slam, double-edge, disable, psybeam",44,75,35,63,33,45
354,Banette,159,11,125,ghost,"insomnia, frisk, cursed-body","swords-dance, headbutt, body-slam, double-edge, psybeam",64,115,65,83,63,65
355,Duskull,59,8,150,ghost,"levitate, frisk","headbutt, body-slam, double-edge, leer, disable",20,40,90,30,90,25
356,Dusclops,159,16,306,ghost,"pressure, frisk","mega-punch, fire-punch, ice-punch, thunder-punch, bind",40,70,130,60,130,25
357,Tropius,161,20,1000,"grass, flying","chlorophyll, solar-power, harvest","razor-wind, swords-dance, cut, gust, whirlwind",99,68,83,72,87,51
358,Chimecho,159,6,10,psychic,levitate,"bind, tackle, wrap, take-down, double-edge",75,50,80,95,90,65
359,Absol,163,12,470,dark,"pressure, super-luck, justified","scratch, razor-wind, swords-dance, cut, headbutt",65,130,60,75,60,75
360,Wynaut,52,6,140,psychic,"shadow-tag, telepathy","counter, amnesia, splash, destiny-bond, charm",95,23,48,23,48,23
361,Snorunt,60,7,168,ice,"inner-focus, ice-body, moody","headbutt, body-slam, take-down, double-edge, leer",50,50,50,50,50,50
362,Glalie,168,15,2565,ice,"inner-focus, ice-body, moody","headbutt, body-slam, take-down, double-edge, leer",80,80,80,80,80,80
363,Spheal,58,8,395,"ice, water","thick-fat, ice-body, oblivious","headbutt, body-slam, double-edge, growl, water-gun",70,40,50,55,50,25
364,Sealeo,144,11,876,"ice, water","thick-fat, ice-body, oblivious","headbutt, body-slam, double-edge, growl, roar",90,60,70,75,70,45
365,Walrein,239,14,1506,"ice, water","thick-fat, ice-body, oblivious","swords-dance, headbutt, body-slam, double-edge, growl",110,80,90,95,90,65
366,Clamperl,69,4,525,water,"shell-armor, rattled","body-slam, double-edge, supersonic, water-gun, surf",35,64,85,74,55,32
367,Huntail,170,17,270,water,"swift-swim, water-veil","bind, body-slam, double-edge, bite, water-gun",55,104,105,94,75,52
368,Gorebyss,170,18,226,water,"swift-swim, hydration","bind, body-slam, double-edge, water-gun, hydro-pump",55,84,105,114,75,52
369,Relicanth,170,10,234,"water, rock","swift-swim, rock-head, sturdy","headbutt, tackle, body-slam, take-down, double-edge",100,90,130,45,65,55
370,Luvdisc,116,6,87,water,"swift-swim, hydration","tackle, take-down, double-edge, supersonic, water-gun",43,30,55,40,65,97
371,Bagon,60,6,421,dragon,"rock-head, sheer-force","cut, headbutt, body-slam, take-down, thrash",45,75,60,40,30,50
372,Shelgon,147,11,1105,dragon,"rock-head, overcoat","cut, headbutt, body-slam, take-down, double-edge",65,95,100,60,50,50
373,Salamence,270,15,1026,"dragon, flying","intimidate, moxie","cut, fly, headbutt, body-slam, take-down",95,135,80,110,80,100
374,Beldum,60,6,952,"steel, psychic","clear-body, light-metal","headbutt, tackle, take-down, iron-defense, zen-headbutt",40,55,80,35,60,30
375,Metang,147,12,2025,"steel, psychic","clear-body, light-metal","ice-punch, thunder-punch, cut, headbutt, tackle",60,75,100,55,80,50
376,Metagross,270,16,5500,"steel, psychic","clear-body, light-metal","ice-punch, thunder-punch, cut, headbutt, tackle",80,135,130,95,90,70
377,Regirock,261,17,2300,rock,"clear-body, sturdy","mega-punch, fire-punch, ice-punch, thunder-punch, stomp",80,100,200,50,100,50
378,Regice,261,18,1750,ice,"clear-body, ice-body","mega-punch, ice-punch, thunder-punch, stomp, mega-kick",80,50,100,100,200,50
379,Registeel,261,19,2050,steel,"clear-body, light-metal","mega-punch, ice-punch, thunder-punch, stomp, mega-kick",80,75,150,75,150,50
380,Latias,270,14,400,"dragon, psychic",levitate,"cut, fly, body-slam, take-down, double-edge",80,80,90,110,130,110
381,Latios,270,20,600,"dragon, psychic",levitate,"cut, fly, body-slam, take-down, double-edge",80,90,80,130,110,110
382,Kyogre,302,45,3520,water,drizzle,"headbutt, body-slam, take-down, double-edge, roar",100,100,90,150,140,90
383,Groudon,302,35,9500,ground,drought,"mega-punch, fire-punch, thunder-punch, swords-dance, cut",100,150,140,100,90,90
384,Rayquaza,306,70,2065,"dragon, flying",air-lock,"swords-dance, fly, bind, headbutt, body-slam",105,150,90,150,90,95
385,Jirachi,270,3,11,"steel, psychic",serene-grace,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",100,100,100,100,100,100
386,Deoxys-Normal,270,17,608,psychic,pressure,"fire-punch, ice-punch, thunder-punch, cut, bind",50,150,50,150,50,150
387,Turtwig,64,4,102,grass,"overgrow, shell-armor","swords-dance, cut, headbutt, tackle, body-slam",55,68,64,45,55,31
388,Grotle,142,11,970,grass,"overgrow, shell-armor","swords-dance, cut, headbutt, tackle, body-slam",75,89,85,55,65,36
389,Torterra,236,22,3100,"grass, ground","overgrow, shell-armor","swords-dance, cut, headbutt, tackle, body-slam",95,109,105,75,85,56
390,Chimchar,62,5,62,fire,"blaze, iron-fist","fire-punch, thunder-punch, scratch, swords-dance, cut",44,58,44,58,44,61
391,Monferno,142,9,220,"fire, fighting","blaze, iron-fist","fire-punch, thunder-punch, scratch, swords-dance, cut",64,78,52,78,52,81
392,Infernape,240,12,550,"fire, fighting","blaze, iron-fist","fire-punch, thunder-punch, scratch, swords-dance, cut",76,104,71,104,71,108
393,Piplup,63,4,52,water,"torrent, competitive","pound, cut, headbutt, fury-attack, tackle",53,51,53,61,56,40
394,Prinplup,142,8,230,water,"torrent, competitive","pound, cut, headbutt, fury-attack, tackle",64,66,68,81,76,50
395,Empoleon,239,17,845,"water, steel","torrent, competitive","pound, swords-dance, cut, headbutt, fury-attack",84,86,88,111,101,60
396,Starly,49,3,20,"normal, flying","keen-eye, reckless","gust, wing-attack, whirlwind, fly, sand-attack",40,55,30,30,30,60
397,Staravia,119,6,155,"normal, flying","intimidate, reckless","gust, wing-attack, whirlwind, fly, tackle",55,75,50,40,40,80
398,Staraptor,218,12,249,"normal, flying","intimidate, reckless","gust, wing-attack, whirlwind, fly, tackle",85,120,70,50,60,100
399,Bidoof,50,5,200,normal,"simple, unaware, moody","swords-dance, cut, headbutt, tackle, take-down",59,45,40,35,40,31
400,Bibarel,144,10,315,"normal, water","simple, unaware, moody","swords-dance, cut, headbutt, tackle, take-down",79,85,60,55,60,71
401,Kricketot,39,3,22,bug,"shed-skin, run-away","pound, tackle, growl, absorb, string-shot",37,25,41,25,41,25
402,Kricketune,134,10,255,bug,"swarm, technician","pound, swords-dance, cut, tackle, take-down",77,85,51,55,51,65
403,Shinx,53,5,95,electric,"rivalry, intimidate, guts","double-kick, headbutt, tackle, take-down, double-edge",45,65,34,40,34,45
